,Bigram,Count
37687,feeling hungry,31
37688,though when,31
37689,time especially,31
37690,downward spiral,31
37691,at beginning,31
37692,x wk,31
37693,well also,31
37694,but weight,31
37695,the population,31
37696,to undergo,31
37697,anything without,31
37698,are used,31
37699,i'm miserable,31
37700,or during,31
37701,knees shoulders,31
37702,med does,31
37703,the surgical,31
37704,the spine,31
37705,hurt in,31
37706,lose more,31
37707,drinks taste,31
37708,person after,31
37709,ring for,31
37710,get panic,31
37711,water is,31
37712,statins i,31
37713,hurts my,31
37714,am staying,31
37715,or over,31
37716,the clinical,31
37717,or pm,31
37718,and flagyl,31
37719,cause heart,31
37720,ambien it,31
37721,information that,31
37722,extremities and,31
37723,my reactions,31
37724,cream but,31
37725,mood to,31
37726,skin cancer,31
37727,days will,31
37728,tried claritin,31
37729,just yet,31
37730,never has,31
37731,body into,31
37732,her my,31
37733,second injection,31
37734,vision which,31
37735,was of,31
37736,really out,31
37737,after falling,31
37738,something my,31
37739,the suggestion,31
37740,doctors think,31
37741,every ssri,31
37742,september and,31
37743,just last,31
37744,up straight,31
37745,a report,31
37746,rls i,31
37747,the hopes,31
37748,its an,31
37749,these symtoms,31
37750,swings acne,31
37751,taken but,31
37752,bit worried,31
37753,should feel,31
37754,at www,31
37755,away immediately,31
37756,can buy,31
37757,my evening,31
37758,was excellent,31
37759,the tamoxifen,31
37760,school year,31
37761,fine motor,31
37762,weeks while,31
37763,libido at,31
37764,for probably,31
37765,dystonic reaction,31
37766,to process,31
37767,how anyone,31
37768,work early,31
37769,gastric problems,31
37770,doc didn't,31
37771,used properly,31
37772,girl who,31
37773,or focus,31
37774,dr but,31
37775,feet tingling,31
37776,was necessary,31
37777,itching skin,31
37778,gone into,31
37779,away about,31
37780,periods became,31
37781,migraine medication,31
37782,to peel,31
37783,won't need,31
37784,chance that,31
37785,effects plus,31
37786,noticed increased,31
37787,weeks post,31
37788,the upside,31
37789,had uc,31
37790,prescribed flagyl,31
37791,running and,31
37792,his pediatrician,31
37793,barely eat,31
37794,dont give,31
37795,taken several,31
37796,out once,31
37797,insomnia joint,31
37798,and done,31
37799,ritalin i,31
37800,a consistent,31
37801,seemed that,31
37802,be pain,31
37803,day stomach,31
37804,but already,31
37805,wednesday and,31
37806,it's quite,31
37807,skin especially,31
37808,food as,31
37809,depo was,31
37810,dead in,31
37811,tired more,31
37812,after no,31
37813,and lets,31
37814,sex anymore,31
37815,slept more,31
37816,down enough,31
37817,company to,31
37818,read through,31
37819,depressed tired,31
37820,pharmacist who,31
37821,realised that,31
37822,i wasted,31
37823,months though,31
37824,missed doses,31
37825,feel nothing,31
37826,to first,31
37827,tenderness i,31
37828,change or,31
37829,taking chantix,31
37830,sweats dizziness,31
37831,getting bigger,31
37832,habit of,31
37833,become the,31
37834,warned by,31
37835,recommend any,31
37836,best birth,31
37837,effects horrible,31
37838,level that,31
37839,gain always,31
37840,me crave,31
37841,be other,31
37842,work it's,31
37843,until i'm,31
37844,hasn't had,31
37845,the trial,31
37846,can count,31
37847,finally fell,31
37848,twice with,31
37849,injection is,31
37850,prescribes this,31
37851,called an,31
37852,bacterial vaginosis,31
37853,slightly blurred,31
37854,testing for,31
37855,pop up,31
37856,nightmare drug,31
37857,lighter i,31
37858,shaking my,31
37859,sweat a,31
37860,that continued,31
37861,dosages i,31
37862,horrible in,31
37863,to concerta,31
37864,a taste,31
37865,see i'm,31
37866,zyrtec it,31
37867,by end,31
37868,gotten progressively,31
37869,mind altering,31
37870,made sense,31
37871,breath heart,31
37872,took before,31
37873,little appetite,31
37874,had full,31
37875,to smile,31
37876,and yawning,31
37877,website for,31
37878,thursday and,31
37879,eat no,31
37880,loss if,31
37881,of endometriosis,31
37882,night none,31
37883,has spread,31
37884,scalp hair,31
37885,levaquin mg,31
37886,or brain,31
37887,off lyrica,31
37888,have looked,31
37889,fatigue constipation,31
37890,of issues,31
37891,for hour,31
37892,happens in,31
37893,diarrhea bloating,31
37894,eating it,31
37895,me due,31
37896,started so,31
37897,ears but,31
37898,at no,31
37899,then two,31
37900,but were,31
37901,problems breathing,31
37902,half it,31
37903,horrible gas,31
37904,homicidal thoughts,31
37905,put out,31
37906,hold it,31
37907,after your,31
37908,days late,31
37909,give in,31
37910,the tegretol,31
37911,only allergy,31
37912,of irritability,31
37913,cramps fatigue,31
37914,no prior,31
37915,any sex,31
37916,which increased,31
37917,the tissue,31
37918,then cut,31
37919,wanted off,31
37920,still only,31
37921,in clinic,31
37922,longer lasting,31
37923,first minutes,31
37924,use because,31
37925,depression inability,31
37926,had acid,31
37927,only things,31
37928,totally off,31
37929,don't wait,31
37930,preferable to,31
37931,had perfect,31
37932,bed every,31
37933,terrible back,31
37934,then going,31
37935,fix this,31
37936,did as,31
37937,discontinuation syndrome,31
37938,problems just,31
37939,on hold,31
37940,drug more,31
37941,he wouldn't,31
37942,this what,31
37943,asleep then,31
37944,method i,31
37945,antibiotics so,31
37946,so later,31
37947,is slow,31
37948,never the,31
37949,everybody is,31
37950,more suicidal,31
37951,i showed,31
37952,add in,31
37953,ear ache,31
37954,throat the,31
37955,of helping,31
37956,etc when,31
37957,ever to,31
37958,controlled and,31
37959,are describing,31
37960,the metal,31
37961,dropped out,31
37962,and various,31
37963,doctors know,31
37964,prescription from,31
37965,life much,31
37966,around anyone,31
37967,use some,31
37968,it seriously,31
37969,over these,31
37970,slurred speach,31
37971,maxalt i,31
37972,vomiting headache,31
37973,a bright,31
37974,ive read,31
37975,nexium mg,31
37976,gagging and,31
37977,should tell,31
37978,let her,31
37979,is serious,31
37980,my c,31
37981,break for,31
37982,with depakote,31
37983,still continue,31
37984,control before,31
37985,training and,31
37986,eating my,31
37987,or back,31
37988,a robot,31
37989,reason or,31
37990,off premarin,31
37991,lowers my,31
37992,dr at,31
37993,a heating,31
37994,two for,31
37995,nervous feeling,31
37996,over any,31
37997,have vaginal,31
37998,probably more,31
37999,disappear after,31
38000,and bones,31
38001,need one,31
38002,aldara and,31
38003,symptoms fever,31
38004,the euphoria,31
38005,drink on,31
38006,longer it,31
38007,remember much,31
38008,around noon,31
38009,my discomfort,31
38010,test my,31
38011,doc in,31
38012,took longer,31
38013,people complain,31
38014,gallbladder removed,31
38015,on internet,31
38016,was suggested,31
38017,on there,31
38018,have failed,31
38019,the lady,31
38020,singulair to,31
38021,pm with,31
38022,out daily,31
38023,c to,31
38024,can taste,31
38025,or of,31
38026,memories of,31
38027,your house,31
38028,then usual,31
38029,if need,31
38030,has slowly,31
38031,medication extreme,31
38032,wearing the,31
38033,i'm amazed,31
38034,of advil,31
38035,complete remission,31
38036,steroids for,31
38037,better pain,31
38038,my depressive,31
38039,more doses,31
38040,it sounded,31
38041,headaches irritability,31
38042,as does,31
38043,is do,31
38044,units of,31
38045,my temples,31
38046,or you'll,31
38047,with vicodin,31
38048,think not,31
38049,mix well,31
38050,conditions and,31
38051,nightmares were,31
38052,and relax,31
38053,rest for,31
38054,days today,31
38055,mcg i,31
38056,discomfort but,31
38057,lowered blood,31
38058,poison do,31
38059,it's effects,31
38060,accutane is,31
38061,effect whatsoever,31
38062,out loud,31
38063,now instead,31
38064,nightmares are,31
38065,with oral,31
38066,defeats the,31
38067,very oily,31
38068,have over,31
38069,time until,31
38070,remember is,31
38071,that stops,31
38072,those times,31
38073,to fit,31
38074,another to,31
38075,me we,31
38076,dark circles,31
38077,slowly increased,31
38078,effects come,31
38079,given i,31
38080,day do,31
38081,moving in,31
38082,zaps i,31
38083,be of,31
38084,suicidal thought,31
38085,neck was,31
38086,death in,31
38087,but figured,31
38088,bacteria i,31
38089,night some,31
38090,year is,31
38091,facial acne,31
38092,days week,31
38093,and lyrica,31
38094,my rib,31
38095,and needs,31
38096,do want,31
38097,herbs and,31
38098,a baseball,31
38099,generic brands,31
38100,on armour,31
38101,nightmares anxiety,31
38102,over six,31
38103,worked miracles,31
38104,a situation,31
38105,air and,31
38106,really angry,31
38107,minor headache,31
38108,drive what,31
38109,the complaints,31
38110,the peeling,31
38111,with proper,31
38112,anything no,31
38113,mins i,31
38114,really sensitive,31
38115,symptoms included,31
38116,worse insomnia,31
38117,caloric intake,31
38118,any woman,31
38119,else seems,31
38120,were way,31
38121,insomnia panic,31
38122,are often,31
38123,brain which,31
38124,started being,31
38125,when working,31
38126,have swollen,31
38127,smoking cessation,31
38128,while eating,31
38129,response was,31
38130,horrible weight,31
38131,of rash,31
38132,with results,31
38133,my groin,31
38134,levaquin is,31
38135,coffee to,31
38136,subsided a,31
38137,in was,31
38138,clenching of,31
38139,loss etc,31
38140,sleep disorders,31
38141,system has,31
38142,min and,31
38143,scans and,31
38144,treat a,31
38145,t t,31
38146,did come,31
38147,you come,31
38148,others for,31
38149,weeks she,31
38150,to absorb,31
38151,awoke in,31
38152,pill even,31
38153,can't blame,31
38154,lbs i'm,31
38155,scary as,31
38156,a habit,31
38157,low for,31
38158,nausea my,31
38159,my recommendation,31
38160,and along,31
38161,dysfunction and,31
38162,more from,31
38163,maxalt and,31
38164,www fda,31
38165,chest that,31
38166,greatly diminished,31
38167,took so,31
38168,tried ambien,31
38169,mos and,31
38170,more careful,31
38171,one must,31
38172,all up,31
38173,okay and,31
38174,floor in,31
38175,bathroom at,31
38176,horrible if,31
38177,hour on,31
38178,be associated,31
38179,of late,31
38180,felt nauseated,31
38181,helps others,31
38182,after few,31
38183,i set,31
38184,speak and,31
38185,her symptoms,31
38186,no swelling,31
38187,front and,31
38188,effects taking,31
38189,doctor called,31
38190,of consciousness,31
38191,time going,31
38192,symptoms subside,31
38193,facial numbness,31
38194,fell in,31
38195,works none,31
38196,has definately,31
38197,ambien which,31
38198,friday i,31
38199,unmotivated and,31
38200,immensely i,31
38201,physical therapist,31
38202,cycle it,31
38203,feel heavy,31
38204,pain he,31
38205,and letting,31
38206,took last,31
38207,lunesta is,31
38208,period if,31
38209,not least,31
38210,suddenly developed,31
38211,water my,31
38212,this wonderful,31
38213,all others,31
38214,you be,31
38215,i to,31
38216,lowered to,31
38217,chance it,31
38218,paranoia depression,31
38219,a missed,31
38220,time breathing,31
38221,took awhile,31
38222,paxil prozac,31
38223,ovaries removed,31
38224,best antidepressant,31
38225,dexa scan,31
38226,anxiety nightmares,31
38227,energetic i,31
38228,after taken,31
38229,my size,31
38230,s s,31
38231,lowered bp,31
38232,pain bone,31
38233,stuff after,31
38234,still it,31
38235,sleeping hrs,31
38236,messes up,31
38237,with itchy,31
38238,loss about,31
38239,got diagnosed,31
38240,some bleeding,31
38241,medicine you,31
38242,in until,31
38243,am crying,31
38244,psychiatrist i,31
38245,check on,31
38246,final straw,31
38247,its helped,31
38248,to totally,31
38249,psoriasis and,31
38250,month while,31
38251,or insomnia,31
38252,t sleep,31
38253,year had,31
38254,with singulair,31
38255,but thankfully,31
38256,wall and,31
38257,'s 's,31
38258,insomnia etc,31
38259,keeping it,31
38260,not afraid,31
38261,its getting,31
38262,to by,31
38263,taper and,31
38264,was immediate,31
38265,and massive,31
38266,more slowly,31
38267,keep thinking,31
38268,worked fast,31
38269,years while,31
38270,all caused,31
38271,fly off,31
38272,beware this,31
38273,loss heart,31
38274,it come,31
38275,or itching,31
38276,er times,31
38277,swings like,31
38278,not listening,31
38279,mouth taste,31
38280,that's been,31
38281,like about,31
38282,the warfarin,31
38283,you tired,31
38284,them anymore,31
38285,tegretol and,31
38286,med also,31
38287,now three,31
38288,has absolutely,31
38289,sprintec and,31
38290,medicine since,31
38291,of help,31
38292,etc however,31
38293,big improvement,31
38294,tell whether,31
38295,right breast,31
38296,have adverse,31
38297,injected into,31
38298,when doing,31
38299,disgusting and,31
38300,could focus,31
38301,sunday night,31
38302,the couple,31
38303,forgetting words,31
38304,gp who,31
38305,indicated that,31
38306,or want,31
38307,pm or,31
38308,increased by,31
38309,under stress,31
38310,tingling all,31
38311,was cheaper,31
38312,attacks a,31
38313,explained the,31
38314,nothing could,31
38315,case my,31
38316,but generally,31
38317,almost fell,31
38318,symptoms please,31
38319,started exercising,31
38320,having is,31
38321,replacement for,31
38322,life then,31
38323,has found,31
38324,an acid,31
38325,they continue,31
38326,days last,31
38327,enbrel and,31
38328,elevated cholesterol,31
38329,of family,31
38330,which lasts,31
38331,drowsy at,31
38332,by how,31
38333,you develop,31
38334,my lupus,31
38335,problems insomnia,31
38336,level went,31
38337,just weird,31
38338,pills all,31
38339,stay the,31
38340,from previous,31
38341,been chewing,31
38342,unless absolutely,31
38343,to purchase,31
38344,before was,31
38345,hell this,31
38346,he only,31
38347,in by,31
38348,worth being,31
38349,very spacey,31
38350,by evening,31
38351,find other,31
38352,eating like,31
38353,time increased,31
38354,had irregular,31
38355,blessing i,31
38356,im happy,31
38357,tolerance is,31
38358,which sucks,31
38359,it's okay,31
38360,pain were,31
38361,associate it,31
38362,bad pms,31
38363,contributes to,31
38364,daily no,31
38365,combination for,31
38366,intense headache,31
38367,drugs if,31
38368,but worst,31
38369,my increased,31
38370,your gut,31
38371,stomach diarrhea,31
38372,many hours,31
38373,bloating cramps,31
38374,a harder,31
38375,entirely i,31
38376,hasn't really,31
38377,scary feeling,31
38378,had most,31
38379,depressed i'm,31
38380,had said,31
38381,hotmail com,31
38382,he didnt,31
38383,burning tongue,31
38384,have slowly,31
38385,problems fatigue,31
38386,perhaps my,31
38387,still dont,31
38388,saw me,31
38389,great it's,31
38390,way if,31
38391,feel drunk,31
38392,mouth difficulty,31
38393,discuss the,31
38394,tri lo,31
38395,to join,31
38396,medicine about,31
38397,sulfa drug,31
38398,blurred and,31
